award_id,award_amount,total_outlays,start_date,end_date,naics_code,naics_description,psc_code,psc_description,description,fiscal_year,fiscal_quarter,record_hash,internal_id,generated_internal_id,agency_id,recipient_id
W91YTZ24P0001,9284.22,0.0,2023-12-28,2023-12-28,,,,,CLM 23-003 AIRGAS CLAIM FOR W91YTZ20D0002,2024,1,ed156d391dce9f2b,350537203,CONT_AWD_W91YTZ24P0001_9700_-NONE-_-NONE-,1,413
W91YTZ24M017F,680.82,,2024-09-10,2024-09-15,,,,,OFFICIAL ARMY COMBAT READY HEX BAR,2024,4,2bc7156d74ddc804,350537202,CONT_AWD_W91YTZ24M017F_9700_47QSMA22D08NN_4732,1,414
W91YTZ24M017E,598.56,,2024-09-06,2024-09-11,,,,,"PACKING,BUBBLE,12""X175'",2024,4,abdce239e8544f83,350537201,CONT_AWD_W91YTZ24M017E_9700_GS02F0039V_4730,1,207
W91YTZ24M017D,420.48,,2024-09-04,2024-09-09,,,,,"FOAM SHEETS,8X6X2"""" CONVOLUTED",2024,4,5a1dd6cdd1776f22,350537200,CONT_AWD_W91YTZ24M017D_9700_GS02F0113W_4730,1,99
W91YTZ24M017C,153.96,,2024-09-04,2024-09-09,,,,,"SKILCRAFT POWER DUSTER, 10 OZ, PACK OF 2",2024,4,971348522d9c1cc8,350537199,CONT_AWD_W91YTZ24M017C_9700_GS03F077CA_4732,1,190
W91YTZ24M0179,871.2,,2024-09-03,2024-09-08,,,,,"TAPE PACKAGING 2""",2024,4,ad712e5fcb363578,350537198,CONT_AWD_W91YTZ24M0179_9700_GS02F0094X_4732,1,415
W91YTZ24M0176,138.08,,2024-09-03,2024-09-08,,,,,LEXMARK 74C10C0 CYAN TONER CARTRIDGE COMPATIBLE,2024,4,f3c1679e58b5af05,350537197,CONT_AWD_W91YTZ24M0176_9700_GS02F0142X_4732,1,203
W91YTZ24M0113,1059.84,,2024-07-31,2024-08-05,,,,,"FOAM SHEETS,6X6X2"""" CONVOLUTED",2024,4,879bee2927057464,350537196,CONT_AWD_W91YTZ24M0113_9700_47QSEA20D0043_4732,1,99
W91YTZ24M0112,821.25,,2024-07-31,2024-08-05,,,,,6X6X6 CUBE BX 25/1800,2024,4,d793a7f38a9bf1b6,350537195,CONT_AWD_W91YTZ24M0112_9700_GS21F0083Y_4732,1,97
W91YTZ24M00RR,53.07,,2024-07-17,2024-07-22,,,,,"5110016296574,SCISSORS,GY,NSN6296574",2024,4,989c42d14ff64e12,350537194,CONT_AWD_W91YTZ24M00RR_9700_47QSEA20D004W_4732,1,191
W91YTZ24M00RP,167.73,,2024-07-17,2024-07-22,,,,,7110016222133 4-MONTH DRY ERASE CALENDAR,2024,4,9e4e3b36a58f486d,350537193,CONT_AWD_W91YTZ24M00RP_9700_GS02F0052V_4730,1,189
W91YTZ24M00RK,2238.72,,2024-07-01,2024-07-06,,,,,"6"" X 6"" X 2"" CHARCOAL CONVOLUTED FOAM SETS, 64 SETS/CASE",2024,4,c7d348162b7f31ed,350537192,CONT_AWD_W91YTZ24M00RK_9700_47QSEA20D004W_4732,1,191
W91YTZ24M00RJ,646.65,,2024-07-01,2024-07-06,,,,,"100 LONG X 12 WIDE X 5/16 THICK, MEDIUM",2024,4,be385dace316921e,350537191,CONT_AWD_W91YTZ24M00RJ_9700_GS03F077CA_4732,1,190
W91YTZ24M00RH,453.6,,2024-07-01,2024-07-06,,,,,"SEALED AIR 88655, BUBBLE WRAP CUSHIONING MATERIAL IN DISPENSER BOX,...",2024,4,a9169f020b525401,350537190,CONT_AWD_W91YTZ24M00RH_9700_GS21F0083Y_4732,1,97
W91YTZ24M00RG,1069.2,,2024-07-01,2024-07-06,,,,,"SCRUBWIPES PREPARATION WIPERS, BLUE",2024,4,2c3f5bbe885765d3,350537189,CONT_AWD_W91YTZ24M00RG_9700_GS02F0052V_4730,1,189
W91YTZ24M00RF,337.5,,2024-07-01,2024-07-06,,,,,"6 X 6 X 6"""" LIGHTWEIGHT 32 ECT CORRUGATED",2024,4,ed8904edc9facce8,350537188,CONT_AWD_W91YTZ24M00RF_9700_GS02F0113W_4730,1,99
W91YTZ24M00RE,2044.96,,2024-06-17,2024-06-22,,,,,PELICAN 9440 REMOTE AREA LIGHTING SYSTEM,2024,3,b35c275859069966,350537187,CONT_AWD_W91YTZ24M00RE_9700_GS02F0008V_4730,1,416
W91YTZ24M00RC,249.3,,2024-05-10,2024-05-15,,,,,"PAPER,LTR,F/4200DP,WE,92B",2024,3,10157bec5fb29e97,350537186,CONT_AWD_W91YTZ24M00RC_9700_47QSEA19D00B9_4732,1,417
W91YTZ24M00RB,274.8,,2024-05-10,2024-05-15,,,,,7510015796874 COMMERCIAL PACKAGING TAPE,2024,3,4c819303a8cec73b,350537185,CONT_AWD_W91YTZ24M00RB_9700_GS02F0052V_4730,1,189
W91YTZ24M00RA,146.89,,2024-05-09,2024-05-14,,,,,"LABEL,D1,STANDARD,6/PK",2024,3,145525c3281ffb17,350537184,CONT_AWD_W91YTZ24M00RA_9700_GS02F0115V_4730,1,418
W91YTZ24M00JL,657.48,,2024-05-07,2024-05-12,,,,,"HP 58X, CF258X HIGHYIELD BLACK ORIGINAL LASERJET TONER CARTRIDGE",2024,3,e95595420e5c02f5,350537183,CONT_AWD_W91YTZ24M00JL_9700_47QSEA19D007N_4732,1,419
W91YTZ24M00JK,850.0,,2024-05-07,2024-05-12,,,,,"BUBBLE WRAP(R),3/16IN.,12IN.X 175 FT.",2024,3,91674e957ddaa491,350537182,CONT_AWD_W91YTZ24M00JK_9700_GS21F0083Y_4732,1,97
W91YTZ24M00JJ,2703.36,,2024-05-07,2024-05-12,,,,,"8"" X 6"" X 2"" CHARCOAL CONVOLUTED FOAM SETS, 48 SETS/CASE",2024,3,e088ecc4dd3ca105,350537181,CONT_AWD_W91YTZ24M00JJ_9700_47QSEA20D004W_4732,1,191
W91YTZ24M00JH,2984.96,,2024-05-07,2024-05-12,,,,,"6"" X 6"" X 2"" CHARCOAL CONVOLUTED FOAM SETS, 64 SETS/CASE",2024,3,237c73d6fce8ea28,350537180,CONT_AWD_W91YTZ24M00JH_9700_47QSEA20D004W_4732,1,191
W91YTZ24M00JF,200.54,,2024-04-29,2024-05-04,,,,,"SELF ADHESIVE CLEAR ACRYLIC WALL SIGN HOLDER FRAME 8"" W X 10"" H...",2024,3,927864c1dcc79e8b,350537179,CONT_AWD_W91YTZ24M00JF_9700_GS21F0083Y_4732,1,97
W91YTZ24M00JE,366.67,,2024-04-12,2024-04-17,,,,,SEALED AIR CUSHIONED MAILER,2024,3,fa8a01a2bc0dca00,350537178,CONT_AWD_W91YTZ24M00JE_9700_GS02F0052V_4730,1,189
W91YTZ24M00JD,300.8,,2024-04-10,2024-04-15,,,,,"LINE DATER, DATE IS STAMPED IN MONTHDAYY",2024,3,454b71b085fde254,350537177,CONT_AWD_W91YTZ24M00JD_9700_GS35F0443T_4730,1,200
W91YTZ24M00JC,1988.94,,2024-04-03,2024-04-08,,,,,PELICAN PRODUCTS - 094400-0001-245,2024,3,43d940ed12db7cc4,350537176,CONT_AWD_W91YTZ24M00JC_9700_47QSHA22D001Q_4732,1,188
W91YTZ24M00JB,688.9,,2024-04-01,2024-04-06,,,,,S-579 ULINE 6X10 2 MIL MINIGRIP RECLOSAB,2024,3,b6d38efd398fbff6,350537175,CONT_AWD_W91YTZ24M00JB_9700_GS21F089BA_4732,1,420
W91YTZ24M00JA,140.8,,2024-04-01,2024-04-06,,,,,"COSCO UTILITY KNIVES, JIFFI-CUTTER, 12/B",2024,3,73b833bfedd5a1a3,350537174,CONT_AWD_W91YTZ24M00JA_9700_47QSEA19D008T_4732,1,202
W91YTZ24M000S,199.4,,2024-04-01,2024-04-06,,,,,"1 1/8 X 3 1/2"""" LABELS",2024,3,59c5c3c7a9841a42,350537173,CONT_AWD_W91YTZ24M000S_9700_47QSHA19A000U_4732,1,99
W91YTZ24M000R,376.9,,2024-04-01,2024-04-06,,,,,S-269 ULINE 4X6 2 MIL MINIGRIP RECLOSABL,2024,3,635b2f0f097d836e,350537172,CONT_AWD_W91YTZ24M000R_9700_GS21F089BA_4732,1,420
W91YTZ24M000Q,336.4,,2024-04-01,2024-04-06,,,,,"SHOP-VAC CORPORATION, SHO9035000  VACUUM FILTERS ULTR",2024,3,811d839e09466bbb,350537171,CONT_AWD_W91YTZ24M000Q_9700_GS21F0088X_4732,1,421
W91YTZ24M000P,169.44,,2024-03-28,2024-04-02,,,,,4XEM 6FT DISPLAYPORT M/M CABLE,2024,2,35b7af1eb12544d2,350537170,CONT_AWD_W91YTZ24M000P_9700_GS02F0118T_4730,1,422
W91YTZ24M000N,27.56,,2024-03-11,2024-03-16,,,,,BURN CREAM BOX WRAPPED PACKETS 20CT.,2024,2,d17a79b1117baa23,350537169,CONT_AWD_W91YTZ24M000N_9700_47QSHA19A000P_4732,1,191
W91YTZ24M000M,2885.64,,2024-02-27,2024-03-03,,,,,0915,2024,2,926b2a10248de204,350537168,CONT_AWD_W91YTZ24M000M_9700_36F79721D0033_3600,1,423
W91YTZ24M000K,641.58,,2024-02-06,2024-02-11,,,,,"LEX74C1HK0, 74C1HK0 RETURN PROGRAM UNISON HIGH-YIELD TONER, 20,000 PAG",2024,2,abc0cd33cbafe626,350537167,CONT_AWD_W91YTZ24M000K_9700_GS35F0427X_4732,1,424
W91YTZ24M000J,278.4,,2024-02-06,2024-02-11,,,,,"TONER,CS72,RTN,CN",2024,2,fe0a751a20e90b7a,350537166,CONT_AWD_W91YTZ24M000J_9700_47QSEA20D002J_4732,1,195
W91YTZ24M000G,785.6,,2024-02-05,2024-02-10,,,,,6X6 RECLOSABLE POLYPROPYLENE BAG,2024,2,c8e3f8972c4e946e,350537165,CONT_AWD_W91YTZ24M000G_9700_GS21F0083Y_4732,1,97
W91YTZ24M000F,312.6,,2024-02-05,2024-02-10,,,,,"FILTER,ULTRA WEB,REGULAR",2024,2,1baae80ab3efb42d,350537164,CONT_AWD_W91YTZ24M000F_9700_GS02F0220P_4730,1,425
W91YTZ24M000E,792.9,,2024-02-05,2024-02-10,,,,,S-6622 ULINE 6 X 8 2 MIL RECLOSABLE POLY,2024,2,48c2105fb1d7e071,350537163,CONT_AWD_W91YTZ24M000E_9700_GS21F089BA_4732,1,420
W91YTZ24M000D,360.0,,2024-02-05,2024-02-10,,,,,S-4485 ULINE ULINE S-4485 9 X 7 X 7 CORR,2024,2,80cc391b95b5410c,350537162,CONT_AWD_W91YTZ24M000D_9700_GS21F089BA_4732,1,420
W91YTZ24M000B,201.48,,2024-01-05,2024-01-10,,,,,"74C00MG RETURN PROGRAM TONER CARTRIDGE,",2024,2,572f828d6a563e7d,350537161,CONT_AWD_W91YTZ24M000B_9700_47QSEA19D007N_4732,1,419
W91YTZ24M0009,226.14,,2024-01-04,2024-01-09,,,,,S-269 ULINE 4X6 2 MIL MINIGRIP RECLOSABL,2024,2,2fdcd27fd8d01a73,350537160,CONT_AWD_W91YTZ24M0009_9700_GS21F089BA_4732,1,420
W91YTZ24M0008,529.92,,2024-01-04,2024-01-09,,,,,"FOAM SHEETS,6X6X2"""" CONVOLUTED",2024,2,11967a48d84d0309,350537159,CONT_AWD_W91YTZ24M0008_9700_GS02F0113W_4730,1,99
W91YTZ24M0007,671.04,,2024-01-04,2024-01-09,,,,,S-6435 ULINE 8 X 6 X 2 CONVOLUTED FOAM,2024,2,f77d4458a5174e74,350537158,CONT_AWD_W91YTZ24M0007_9700_GS21F089BA_4732,1,420
W91YTZ24M0005,143.32,,2024-01-02,2024-01-07,,,,,"""THERMAL DIRECT THERMAL LABEL 2"""" X 1.25""""""",2024,2,e077820b0e9aaf5a,350537157,CONT_AWD_W91YTZ24M0005_9700_47QSEA19D00CY_4732,1,426
W91YTZ24M0003,84.84,,2023-12-04,2023-12-09,,,,,"1/2"""" X 60M/200'  HI-VIZ ORANGE FIBERGLAS",2024,1,eb3b32f761e13228,350537156,CONT_AWD_W91YTZ24M0003_9700_47QSHA19A000U_4732,1,99
W91YTZ24M0002,2404.7,,2023-11-14,2023-11-19,,,,,0915,2024,1,3a38d42406a1afda,350537155,CONT_AWD_W91YTZ24M0002_9700_36F79721D0033_3600,1,423
W91YTZ24F0253,552031.51,,2024-09-30,2026-09-29,,,,,CLINICAL (POLY) PHARMACIST,2024,4,62f01cf68dd38dd3,350537154,CONT_AWD_W91YTZ24F0253_9700_HT005018D0006_9700,1,427
W91YTZ24F0252,2256265.78,0.0,2024-09-28,2027-09-29,,,,,PHEBOTOMY AND MED LAB TECHS,2024,4,854cba95bc27b210,350537153,CONT_AWD_W91YTZ24F0252_9700_HT005018D0015_9700,1,428
W91YTZ24F0250,703555.0,0.0,2024-10-01,2026-09-30,,,,,LICENSED PRACTICAL NURSES 6 FTE,2025,1,1a11209aa3baae74,350537152,CONT_AWD_W91YTZ24F0250_9700_HT005018D0025_9700,1,429
W91YTZ24F0249,373592.14,,2024-09-27,2024-09-30,,,,,ALLERGEN DELIVERY ORDER,2024,4,a6814dd69eae7a29,350537151,CONT_AWD_W91YTZ24F0249_9700_W91YTZ24D0004_9700,1,430
W91YTZ24F0248,247473.0,,2024-09-27,2025-09-26,,,,,GOV'T WORKSHOP FACILITATOR DAY,2024,4,d39e78c97772f76f,350537150,CONT_AWD_W91YTZ24F0248_9700_W91YTZ24A0021_9700,1,431
W91YTZ24F0247,42737.32,0.0,2024-10-01,2026-09-30,,,,,MICROSCOPY TEST CPRR (BASE YR),2025,1,24c13900369cb727,350537149,CONT_AWD_W91YTZ24F0247_9700_V797D70260_3600,1,357
W91YTZ24F0245,268601.25,,2024-10-01,2025-09-30,,,,,FY25 FP PHYSICIAN,2025,1,07f6d3f7b98e3526,350537148,CONT_AWD_W91YTZ24F0245_9700_HT005018D0012_9700,1,432
W91YTZ24F0243,1556044.8,0.0,2024-10-01,2026-09-30,,,,,FY25 CRNA 4 FTE,2025,1,ea1ca97e55c12927,350537147,CONT_AWD_W91YTZ24F0243_9700_HT005018D0026_9700,1,433
W91YTZ24F0242,33750.0,,2024-09-20,2024-10-30,,,,,PATCHBOX PLUS,2024,4,e86da0026fb8508b,350537146,CONT_AWD_W91YTZ24F0242_9700_47QTCA23D000D_4732,1,434
W91YTZ24F0241,2116507.52,0.0,2024-09-30,2026-09-29,,,,,FY24 FAMILY PRACTICE PROVIDERS,2024,4,956b3d469671e4ec,350537145,CONT_AWD_W91YTZ24F0241_9700_HT005018D0019_9700,1,435
W91YTZ24F0240,13000.0,,2024-09-19,2024-09-30,,,,,CT - STAT,2024,4,86808d2366d9a208,350537144,CONT_AWD_W91YTZ24F0240_9700_HT001521D0001_9700,1,436
W91YTZ24F0239,86128.14,,2024-10-01,2025-03-31,,,,,TSK ORD -MEDICAL AIR/GAS 6 MONTH,2025,1,c7798510e5dfe245,350537143,CONT_AWD_W91YTZ24F0239_9700_W91YTZ20D0002_9700,1,413
W91YTZ24F0238,704232.86,,2024-10-01,2026-09-30,,,,,FY25 SAF NURSE ANESTHETIST (CRNA) SVCS,2025,1,bd5bbb09c3c4bd37,350537142,CONT_AWD_W91YTZ24F0238_9700_HT005018D0026_9700,1,433
W91YTZ24F0237,2802874.8,,2024-09-21,2026-09-20,,,,,FY24 CHEMISTRY IMMUNOLOGY CPRR,2024,4,9c5778e5f1669403,350537141,CONT_AWD_W91YTZ24F0237_9700_36F79719D0024_3600,1,437
W91YTZ24F0236,300513.35,0.0,2024-10-01,2026-09-30,,,,,FY25 NEW MQS CLINICAL PHARMACIST,2025,1,b94ff2bc79eddda3,350537140,CONT_AWD_W91YTZ24F0236_9700_HT005018D0008_9700,1,438
W91YTZ24F0235,2204.62,,2024-09-20,2024-10-30,,,,,DO VET PHARMA SWMG,2024,4,f7c965b6e433b283,350537139,CONT_AWD_W91YTZ24F0235_9700_W91YTZ24D0002_9700,1,439
W91YTZ24F0234,553174.3,0.0,2024-09-30,2026-09-30,,,,,RHEUMATOLOGY NEW AWARD FY25,2024,4,474d36cad88d3020,350537138,CONT_AWD_W91YTZ24F0234_9700_HT005018D0032_9700,1,440
W91YTZ24F0233,13294.68,,2024-10-01,2025-09-30,,,,,FY25 NEW HEMATOLOGY ANALYZER AND REAGENTS,2025,1,0183ec6cfa9a6e91,350537137,CONT_AWD_W91YTZ24F0233_9700_V797D70260_3600,1,357
W91YTZ24F0232,1771083.64,,2024-10-01,2025-01-31,,,,,FORT CAMPBELL HOUSEKEEPING TASK ORDER YEAR I,2025,1,491041de3e3e6499,350537136,CONT_AWD_W91YTZ24F0232_9700_W81K0424D0007_9700,1,441
W91YTZ24F0231,62061.0,,2024-09-01,2026-09-30,,,,,"FY25 NEW ANALYZERS, COST PER REPORTABLE TESTING",2024,4,b169c623fd3d31f6,350537135,CONT_AWD_W91YTZ24F0231_9700_V797D30175_3600,1,390
W91YTZ24F0230,1769793.1,,2024-09-28,2024-11-28,,,,,WINN FY24 HHK TASK ORDER-2 MONTHS,2024,4,56ce17c688a7c31a,350537134,CONT_AWD_W91YTZ24F0230_9700_W81K0423D0012_9700,1,442
W91YTZ24F0229,5457.9,,2024-09-09,2024-09-30,,,,,SAMSUNG MONITORS,2024,4,a6ce0ecdb06fc5cd,350537133,CONT_AWD_W91YTZ24F0229_9700_W52P1J20D0018_9700,1,212
W91YTZ24F0228,39885.0,,2024-09-06,2024-10-18,,,,,LAPTOP RE-FRESH,2024,4,248794b81fa721ff,350537132,CONT_AWD_W91YTZ24F0228_9700_W52P1J19D0054_9700,1,3
W91YTZ24F0227,0.0,,2024-10-01,2025-03-31,,,,,PARAMEDIC SERVICES,2025,1,93c86db6494c2777,350537131,CONT_AWD_W91YTZ24F0227_9700_HT005018D0018_9700,1,443
W91YTZ24F0226,750000.0,,2024-10-01,2025-09-30,,,,,EAMC TIME & MATERIALS,2025,1,dcbb1ea724442f65,350537130,CONT_AWD_W91YTZ24F0226_9700_W81K0423D0006_9700,1,444
W91YTZ24F0225,1055448.6,,2024-09-16,2024-10-31,,,,,TSK ORD - HOUSEKEEPING CBA INCREASE FY21-24,2024,4,2af9f5c094773896,350537129,CONT_AWD_W91YTZ24F0225_9700_W81K0421D0004_9700,1,445
W91YTZ24F0224,153426.84,0.0,2024-10-01,2026-09-30,,,,,"FY25 NEW REAGENTS, BASIC CARE MAINTENAN",2025,1,dc0843c15cb487bb,350537128,CONT_AWD_W91YTZ24F0224_9700_V797D60637_3600,1,409
W91YTZ24F0222,1432500.32,,2024-09-29,2026-09-28,,,,,FY24 NEW MQS PHLEBOTOMY LABORATORY TECH,2024,4,e39b0c66f72c53b7,350537127,CONT_AWD_W91YTZ24F0222_9700_HT005018D0026_9700,1,433
W91YTZ24F0221,10032.0,,2024-10-01,2025-09-30,,,,,RMW SERVICES,2025,1,3e8bb965cde1621b,350537126,CONT_AWD_W91YTZ24F0221_9700_W81K0421D0006_9700,1,186
W91YTZ24F0220,685862.4,0.0,2024-10-01,2026-09-30,,,,,PHARMACY TECHNICIANS (8 FTE),2025,1,5d0be1a155fb57a6,350537125,CONT_AWD_W91YTZ24F0220_9700_HT005018D0008_9700,1,438
W91YTZ24F0219,955276.8,0.0,2024-10-01,2026-09-30,,,,,EMERGENCY ROOM PHYSICIANS,2025,1,4b74a7cf835e334e,350537124,CONT_AWD_W91YTZ24F0219_9700_HT005018D0013_9700,1,446
W91YTZ24F0218,545433.6,,2024-09-01,2026-08-31,,,,,REGISTERED NURSES,2024,4,f608f30f0afbdc1c,350537123,CONT_AWD_W91YTZ24F0218_9700_HT005018D0025_9700,1,429
W91YTZ24F0216,1607108.0,,2024-09-30,2025-09-29,,,,,FY24 EMS TRANSPORT SERVICE TASK ORDER,2024,4,c1612a969134feff,350537122,CONT_AWD_W91YTZ24F0216_9700_W91YTZ23D0005_9700,1,447
W91YTZ24F0214,823109.03,0.0,2024-09-01,2026-08-31,,,,,LICENSED PRACTICAL NURSE (4FTE),2024,4,db4fdc69fb59b8fb,350537121,CONT_AWD_W91YTZ24F0214_9700_HT005018D0028_9700,1,448
W91YTZ24F0213,87397.6,,2024-10-01,2025-09-03,,,,,HEMATOLOGY COST PER REPORTABLE,2025,1,8ca9d6b488aa8b9e,350537120,CONT_AWD_W91YTZ24F0213_9700_W91YTZ24A0016_9700,1,449
W91YTZ24F0212,39478.57,,2024-10-01,2025-09-30,,,,,BPA CALL COAGULATION CPRR TEST,2025,1,5b950ee9c2c86e45,350537119,CONT_AWD_W91YTZ24F0212_9700_W91YTZ24A0011_9700,1,449
W91YTZ24F0211,33356.2,,2024-08-19,2024-09-03,,,,,HOLOGIC REAGENTS,2024,4,97345870b5e013ed,350537118,CONT_AWD_W91YTZ24F0211_9700_W81K0424D0010_9700,1,359
W91YTZ24F0210,2543172.99,,2024-09-01,2025-08-31,,,,,BLDG 576 MCDONALD ARMY HEALTH CENTER,2024,4,46a79fe2c14e3780,350537117,CONT_AWD_W91YTZ24F0210_9700_W81K0424D0013_9700,1,450
W91YTZ24F0209,1951841.22,0.0,2024-09-01,2025-08-31,,,,,"HEALTHCARE AND ENVIRONMENTAL CLEANING SERVICES, IRELAND ARMY HEALTH CLINIC, FORT KNOX KY AND OTHER AREAS OF RESPONSIBILITY.",2024,4,d8949207ba65253e,350537116,CONT_AWD_W91YTZ24F0209_9700_W81K0421D0014_9700,1,442
W91YTZ24F0208,483571.2,,2024-10-01,2026-09-30,,,,,PHYSICIAN- NEUROLOGIST,2025,1,d13602fb533769b1,350537115,CONT_AWD_W91YTZ24F0208_9700_HT005018D0025_9700,1,429
W91YTZ24F0207,80806.55,0.0,2024-10-01,2025-09-30,,,,,PHYSICIAN EXTENDER (PA/NP),2025,1,037dd6e6ed34cb27,350537114,CONT_AWD_W91YTZ24F0207_9700_HT005018D0014_9700,1,451
W91YTZ24F0206,14147.73,,2024-06-12,2024-09-30,,,,,DEEP CLEANING 120TH/ATC HQS,2024,3,4893a547262473de,350537113,CONT_AWD_W91YTZ24F0206_9700_W91YTZ20A0006_9700,1,452
W91YTZ24F0205,16704.0,,2024-08-26,2025-08-26,,,,,UIPATH - FLEX - AUTOMATION DEVELOPER,2024,4,4f5a80bbea473e94,350537112,CONT_AWD_W91YTZ24F0205_9700_N6600121A0026_9700,1,453
W91YTZ24F0204,0.0,,2024-10-01,2025-09-30,,,,,FAMILY PHYSICIAN,2025,1,a22f2f61f88cc0a3,350537111,CONT_AWD_W91YTZ24F0204_9700_HT005018D0008_9700,1,438
W91YTZ24F0203,54254.03,0.0,2024-08-09,2024-09-13,,,,,BODY PLETHYSMOGRAPH,2024,4,ad587e27d1210e8e,350537110,CONT_AWD_W91YTZ24F0203_9700_36F79719D0257_3600,1,454
W91YTZ24F0201,39582.56,0.0,2024-10-01,2025-09-30,,,,,URINALYSIS CHEMISTRY TEST CALL ORDER FY25,2025,1,bd9a68787bb3c7f9,350537109,CONT_AWD_W91YTZ24F0201_9700_W91YTZ24A0010_9700,1,449
W91YTZ24F0200,25456.8,0.0,2024-08-01,2025-07-31,,,,,RMW (REGULATED MEDICAL WASTE) OPTION YEAR 3,2024,4,28687cce0398379e,350537108,CONT_AWD_W91YTZ24F0200_9700_W81K0421D0006_9700,1,186
W91YTZ24F0199,0.0,,2024-10-01,2025-09-30,,,,,URINALYSIS CHEMISTRY TEST,2025,1,03cbd4c460f56ac0,350537107,CONT_AWD_W91YTZ24F0199_9700_W91YTZ24A0011_9700,1,449
W91YTZ24F0198,12000.0,0.0,2024-09-01,2024-09-01,,,,,ARC BPA CALL - ONE MONTH,2024,4,2117390ce821aef8,350537106,CONT_AWD_W91YTZ24F0198_9700_W91YTZ23A0001_9700,1,455
W91YTZ24F0197,15795.0,15795.0,2024-07-30,2024-08-02,,,,,TRAINING 31JULY-2AUG,2024,4,5c20206102514e6d,350537105,CONT_AWD_W91YTZ24F0197_9700_W91YTZ22D0006_9700,1,456
W91YTZ24F0196,160000.0,0.0,2024-08-01,2025-07-31,,,,,"TSK ORD - RMW SERVICES WAMC FT LIBERTY, NC",2024,4,e4c2f54e1522052d,350537104,CONT_AWD_W91YTZ24F0196_9700_W81K0421D0006_9700,1,186
W91YTZ24F0195,1642053.12,136837.76,2024-08-01,2025-07-31,,,,,HOUSEKEEPING,2024,4,c94d3a1faa303ae0,350537103,CONT_AWD_W91YTZ24F0195_9700_W81K0422D0011_9700,1,441
W91YTZ24F0194,1980.0,0.0,2024-08-09,2024-08-09,,,,,COSMED SUPPLY ORDER - KACC (FORT MEADE),2024,4,099543a86fc017fa,350537102,CONT_AWD_W91YTZ24F0194_9700_W91YTZ22A0003_9700,1,457
W91YTZ24F0193,1975.0,0.0,2024-08-09,2024-08-09,,,,,COSMED SUPPLY ORDER - KIRK PRICED ORDER AGAINST ORDERING VEHICLE,2024,4,db4e08aff2a7f37e,350537101,CONT_AWD_W91YTZ24F0193_9700_W91YTZ22A0003_9700,1,457
W91YTZ24F0191,5917951.28,467298.34,2024-08-01,2025-07-31,,,,,FY24 TSKORD HOUSEKEEPING,2024,4,8c81e048e4034230,350537100,CONT_AWD_W91YTZ24F0191_9700_W81K0422D0009_9700,1,458
W91YTZ24F0190,3274282.42,1069181.05,2024-08-01,2024-10-31,,,,,TSK ORD HOUSEKEEPING 3 MONTHS,2024,4,586bc349f526286d,350537099,CONT_AWD_W91YTZ24F0190_9700_W81K0421D0004_9700,1,445
W91YTZ24F0189,144537.6,0.0,2024-10-01,2026-09-30,,,,,REGISTERED ART THERAPIST,2025,1,93db79e54854f791,350537098,CONT_AWD_W91YTZ24F0189_9700_HT005018D0014_9700,1,451
W91YTZ24F0188,1052355.84,0.0,2024-10-01,2025-09-30,,,,,FY25 HOUSEKEEPING SERVICES,2025,1,4dd9ce23676fcd63,350537097,CONT_AWD_W91YTZ24F0188_9700_W81K0422D0013_9700,1,459
W91YTZ24F0187,48167.24,0.0,2024-07-18,2025-07-17,,,,,FY24_BLOOD GAS ANALYZER SUPPLIES,2024,4,9f75e6288bbbd4d1,350537096,CONT_AWD_W91YTZ24F0187_9700_GS07F128DA_4732,1,460
W91YTZ24F0186,0.0,,2024-07-09,2025-07-08,,,,,UIPATH - FLEX - AUTOMATION DEVELOPER,2024,4,8994a1194dd44bae,350537095,CONT_AWD_W91YTZ24F0186_9700_GS35F0256K_4730,1,453
W91YTZ24F0185,74409.54,0.0,2024-08-01,2025-07-31,,,,,FY24 TSKORD EAMC RMW,2024,4,2359624b3d77d629,350537094,CONT_AWD_W91YTZ24F0185_9700_W81K0421D0006_9700,1,186
W91YTZ24F0184,99900.0,,2024-09-01,2024-10-01,,,,,ARC BPA CALL W91YTZ24F0184,2024,4,792bb640268f5c5c,350537093,CONT_AWD_W91YTZ24F0184_9700_W91YTZ23A0001_9700,1,455
W91YTZ24F0183,51809.4,0.0,2024-09-01,2025-08-31,,,,,CANCER TESTING BPA CALL W91YTZ24F0183 FY25,2024,4,2c2fe42f03c9ceaa,350537092,CONT_AWD_W91YTZ24F0183_9700_W91YTZ21A0010_9700,1,461
W91YTZ24F0182,7068.88,,2024-08-01,2025-07-31,,,,,FY24 TSKORD LAHC RMW,2024,4,2b1bff3d23fda8e5,350537091,CONT_AWD_W91YTZ24F0182_9700_W81K0421D0006_9700,1,186
W91YTZ24F0181,70247.28,,2024-10-01,2025-09-30,,,,,SURGICAL TECHNICIAN,2025,1,df60a93aa4c280bd,350537090,CONT_AWD_W91YTZ24F0181_9700_HT005018D0008_9700,1,438
W91YTZ24F0180,731976.18,0.0,2024-10-01,2026-09-30,,,,,NEONATAL NURSES,2025,1,7fd556ac442d41c7,350537089,CONT_AWD_W91YTZ24F0180_9700_HT005018D0021_9700,1,462
