cve_id,published,last_modified,cvss_v3,cvss_v2,severity,cwe_ids,description
CVE-2025-34700,2026-01-02T17:16:04.430,2026-01-02T17:16:04.430,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34701,2026-01-02T17:16:04.500,2026-01-02T17:16:04.500,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34702,2026-01-02T17:16:04.553,2026-01-02T17:16:04.553,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34703,2026-01-02T17:16:04.610,2026-01-02T17:16:04.610,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34704,2026-01-02T17:16:04.670,2026-01-02T17:16:04.670,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34705,2026-01-02T17:16:04.730,2026-01-02T17:16:04.730,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34706,2026-01-02T17:16:04.790,2026-01-02T17:16:04.790,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34707,2026-01-02T17:16:04.847,2026-01-02T17:16:04.847,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34708,2026-01-02T17:16:04.913,2026-01-02T17:16:04.913,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34709,2026-01-02T17:16:04.980,2026-01-02T17:16:04.980,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34710,2026-01-02T17:16:05.047,2026-01-02T17:16:05.047,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34711,2026-01-02T17:16:05.110,2026-01-02T17:16:05.110,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34712,2026-01-02T17:16:05.173,2026-01-02T17:16:05.173,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34713,2026-01-02T17:16:05.237,2026-01-02T17:16:05.237,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34714,2026-01-02T17:16:05.290,2026-01-02T17:16:05.290,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34715,2026-01-02T17:16:05.350,2026-01-02T17:16:05.350,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34716,2026-01-02T17:16:05.417,2026-01-02T17:16:05.417,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34717,2026-01-02T17:16:05.473,2026-01-02T17:16:05.473,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34718,2026-01-02T17:16:05.537,2026-01-02T17:16:05.537,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34719,2026-01-02T17:16:05.603,2026-01-02T17:16:05.603,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34720,2026-01-02T17:16:05.663,2026-01-02T17:16:05.663,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34721,2026-01-02T17:16:05.723,2026-01-02T17:16:05.723,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34722,2026-01-02T17:16:05.783,2026-01-02T17:16:05.783,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34723,2026-01-02T17:16:05.847,2026-01-02T17:16:05.847,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34724,2026-01-02T17:16:05.910,2026-01-02T17:16:05.910,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34725,2026-01-02T17:16:05.967,2026-01-02T17:16:05.967,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34726,2026-01-02T17:16:06.023,2026-01-02T17:16:06.023,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34727,2026-01-02T17:16:06.080,2026-01-02T17:16:06.080,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34728,2026-01-02T17:16:06.153,2026-01-02T17:16:06.153,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34729,2026-01-02T17:16:06.227,2026-01-02T17:16:06.227,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34730,2026-01-02T17:16:06.303,2026-01-02T17:16:06.303,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34731,2026-01-02T17:16:06.370,2026-01-02T17:16:06.370,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34732,2026-01-02T17:16:06.433,2026-01-02T17:16:06.433,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34733,2026-01-02T17:16:06.497,2026-01-02T17:16:06.497,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34734,2026-01-02T17:16:06.563,2026-01-02T17:16:06.563,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34735,2026-01-02T17:16:06.617,2026-01-02T17:16:06.617,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34736,2026-01-02T17:16:06.683,2026-01-02T17:16:06.683,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34737,2026-01-02T17:16:06.740,2026-01-02T17:16:06.740,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34738,2026-01-02T17:16:06.803,2026-01-02T17:16:06.803,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34739,2026-01-02T17:16:06.860,2026-01-02T17:16:06.860,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34740,2026-01-02T17:16:06.920,2026-01-02T17:16:06.920,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34741,2026-01-02T17:16:06.983,2026-01-02T17:16:06.983,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34742,2026-01-02T17:16:07.040,2026-01-02T17:16:07.040,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34743,2026-01-02T17:16:07.100,2026-01-02T17:16:07.100,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34744,2026-01-02T17:16:07.170,2026-01-02T17:16:07.170,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34745,2026-01-02T17:16:07.230,2026-01-02T17:16:07.230,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34746,2026-01-02T17:16:07.290,2026-01-02T17:16:07.290,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34747,2026-01-02T17:16:07.347,2026-01-02T17:16:07.347,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34748,2026-01-02T17:16:07.410,2026-01-02T17:16:07.410,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34749,2026-01-02T17:16:07.470,2026-01-02T17:16:07.470,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34750,2026-01-02T17:16:07.537,2026-01-02T17:16:07.537,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34751,2026-01-02T17:16:07.590,2026-01-02T17:16:07.590,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34752,2026-01-02T17:16:07.660,2026-01-02T17:16:07.660,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34753,2026-01-02T17:16:07.727,2026-01-02T17:16:07.727,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34754,2026-01-02T17:16:07.783,2026-01-02T17:16:07.783,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34755,2026-01-02T17:16:07.847,2026-01-02T17:16:07.847,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34756,2026-01-02T17:16:07.907,2026-01-02T17:16:07.907,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34757,2026-01-02T17:16:07.963,2026-01-02T17:16:07.963,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34758,2026-01-02T17:16:08.023,2026-01-02T17:16:08.023,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34759,2026-01-02T17:16:08.090,2026-01-02T17:16:08.090,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34760,2026-01-02T17:16:08.147,2026-01-02T17:16:08.147,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34761,2026-01-02T17:16:08.210,2026-01-02T17:16:08.210,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34762,2026-01-02T17:16:08.267,2026-01-02T17:16:08.267,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34763,2026-01-02T17:16:08.323,2026-01-02T17:16:08.323,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34764,2026-01-02T17:16:08.383,2026-01-02T17:16:08.383,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34765,2026-01-02T17:16:08.443,2026-01-02T17:16:08.443,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34766,2026-01-02T17:16:08.500,2026-01-02T17:16:08.500,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34767,2026-01-02T17:16:08.563,2026-01-02T17:16:08.563,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34768,2026-01-02T17:16:08.630,2026-01-02T17:16:08.630,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34769,2026-01-02T17:16:08.690,2026-01-02T17:16:08.690,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34770,2026-01-02T17:16:08.750,2026-01-02T17:16:08.750,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34771,2026-01-02T17:16:08.810,2026-01-02T17:16:08.810,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34772,2026-01-02T17:16:08.870,2026-01-02T17:16:08.870,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34773,2026-01-02T17:16:08.927,2026-01-02T17:16:08.927,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34774,2026-01-02T17:16:08.983,2026-01-02T17:16:08.983,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34775,2026-01-02T17:16:09.040,2026-01-02T17:16:09.040,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34776,2026-01-02T17:16:09.100,2026-01-02T17:16:09.100,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34777,2026-01-02T17:16:09.163,2026-01-02T17:16:09.163,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34778,2026-01-02T17:16:09.220,2026-01-02T17:16:09.220,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34779,2026-01-02T17:16:09.280,2026-01-02T17:16:09.280,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34780,2026-01-02T17:16:09.343,2026-01-02T17:16:09.343,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34781,2026-01-02T17:16:09.413,2026-01-02T17:16:09.413,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34782,2026-01-02T17:16:09.480,2026-01-02T17:16:09.480,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34783,2026-01-02T17:16:09.550,2026-01-02T17:16:09.550,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34784,2026-01-02T17:16:09.600,2026-01-02T17:16:09.600,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34785,2026-01-02T17:16:09.660,2026-01-02T17:16:09.660,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34786,2026-01-02T17:16:09.723,2026-01-02T17:16:09.723,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34787,2026-01-02T17:16:09.777,2026-01-02T17:16:09.777,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34788,2026-01-02T17:16:09.837,2026-01-02T17:16:09.837,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34789,2026-01-02T17:16:09.900,2026-01-02T17:16:09.900,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34790,2026-01-02T17:16:09.953,2026-01-02T17:16:09.953,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34791,2026-01-02T17:16:10.020,2026-01-02T17:16:10.020,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34792,2026-01-02T17:16:10.097,2026-01-02T17:16:10.097,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34793,2026-01-02T17:16:10.187,2026-01-02T17:16:10.187,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34794,2026-01-02T17:16:10.247,2026-01-02T17:16:10.247,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34795,2026-01-02T17:16:10.310,2026-01-02T17:16:10.310,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34796,2026-01-02T17:16:10.367,2026-01-02T17:16:10.367,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34797,2026-01-02T17:16:10.427,2026-01-02T17:16:10.427,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34798,2026-01-02T17:16:10.483,2026-01-02T17:16:10.483,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34799,2026-01-02T17:16:10.540,2026-01-02T17:16:10.540,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34800,2026-01-02T17:16:10.600,2026-01-02T17:16:10.600,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34801,2026-01-02T17:16:10.663,2026-01-02T17:16:10.663,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34802,2026-01-02T17:16:10.720,2026-01-02T17:16:10.720,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34803,2026-01-02T17:16:10.777,2026-01-02T17:16:10.777,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34804,2026-01-02T17:16:10.840,2026-01-02T17:16:10.840,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34805,2026-01-02T17:16:10.890,2026-01-02T17:16:10.890,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34806,2026-01-02T17:16:10.950,2026-01-02T17:16:10.950,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34807,2026-01-02T17:16:11.010,2026-01-02T17:16:11.010,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34808,2026-01-02T17:16:11.067,2026-01-02T17:16:11.067,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34809,2026-01-02T17:16:11.127,2026-01-02T17:16:11.127,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34810,2026-01-02T17:16:11.190,2026-01-02T17:16:11.190,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34811,2026-01-02T17:16:11.240,2026-01-02T17:16:11.240,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34812,2026-01-02T17:16:11.303,2026-01-02T17:16:11.303,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34813,2026-01-02T17:16:11.363,2026-01-02T17:16:11.363,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34814,2026-01-02T17:16:11.420,2026-01-02T17:16:11.420,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34815,2026-01-02T17:16:11.477,2026-01-02T17:16:11.477,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34816,2026-01-02T17:16:11.543,2026-01-02T17:16:11.543,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34817,2026-01-02T17:16:11.607,2026-01-02T17:16:11.607,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34818,2026-01-02T17:16:11.667,2026-01-02T17:16:11.667,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34819,2026-01-02T17:16:11.723,2026-01-02T17:16:11.723,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34820,2026-01-02T17:16:11.787,2026-01-02T17:16:11.787,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34821,2026-01-02T17:16:11.837,2026-01-02T17:16:11.837,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34822,2026-01-02T17:16:11.897,2026-01-02T17:16:11.897,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
