period,respondent,respondent-name,fueltype,type-name,timezone,timezone-description,value,value-units
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Mountain,Mountain,702740,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Pacific,Pacific,699653,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Arizona,Arizona,285937,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Central,Central,285953,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Eastern,Eastern,285966,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Mountain,Mountain,285937,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Pacific,Pacific,285917,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Arizona,Arizona,6574,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Central,Central,6571,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Eastern,Eastern,6567,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Mountain,Mountain,6574,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Pacific,Pacific,6580,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Arizona,Arizona,69906,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Central,Central,69975,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Eastern,Eastern,70043,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Mountain,Mountain,69906,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Pacific,Pacific,69837,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Arizona,Arizona,18764,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Central,Central,18876,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Eastern,Eastern,19003,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Mountain,Mountain,18764,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Pacific,Pacific,18648,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Arizona,Arizona,443157,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Central,Central,431772,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Eastern,Eastern,420688,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Mountain,Mountain,443157,megawatthours
2026-01-18,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Pacific,Pacific,454767,megawatthours
2026-01-18,NYIS,New York Independent System Operator,COL,Coal,Arizona,Arizona,0,megawatthours
2026-01-18,NYIS,New York Independent System Operator,COL,Coal,Central,Central,0,megawatthours
2026-01-18,NYIS,New York Independent System Operator,COL,Coal,Eastern,Eastern,0,megawatthours
2026-01-18,NYIS,New York Independent System Operator,COL,Coal,Mountain,Mountain,0,megawatthours
2026-01-18,NYIS,New York Independent System Operator,COL,Coal,Pacific,Pacific,0,megawatthours
2026-01-18,NYIS,New York Independent System Operator,NG,Natural Gas,Arizona,Arizona,196761,megawatthours
2026-01-18,NYIS,New York Independent System Operator,NG,Natural Gas,Central,Central,195811,megawatthours
2026-01-18,NYIS,New York Independent System Operator,NG,Natural Gas,Eastern,Eastern,194961,megawatthours
2026-01-18,NYIS,New York Independent System Operator,NG,Natural Gas,Mountain,Mountain,196761,megawatthours
2026-01-18,NYIS,New York Independent System Operator,NG,Natural Gas,Pacific,Pacific,197732,megawatthours
2026-01-18,NYIS,New York Independent System Operator,NUC,Nuclear,Arizona,Arizona,81735,megawatthours
2026-01-18,NYIS,New York Independent System Operator,NUC,Nuclear,Central,Central,81678,megawatthours
2026-01-18,NYIS,New York Independent System Operator,NUC,Nuclear,Eastern,Eastern,81629,megawatthours
2026-01-18,NYIS,New York Independent System Operator,NUC,Nuclear,Mountain,Mountain,81735,megawatthours
2026-01-18,NYIS,New York Independent System Operator,NUC,Nuclear,Pacific,Pacific,81863,megawatthours
2026-01-18,NYIS,New York Independent System Operator,OIL,Petroleum,Arizona,Arizona,0,megawatthours
2026-01-18,NYIS,New York Independent System Operator,OIL,Petroleum,Central,Central,0,megawatthours
2026-01-18,NYIS,New York Independent System Operator,OIL,Petroleum,Eastern,Eastern,0,megawatthours
2026-01-18,NYIS,New York Independent System Operator,OIL,Petroleum,Mountain,Mountain,0,megawatthours
2026-01-18,NYIS,New York Independent System Operator,OIL,Petroleum,Pacific,Pacific,0,megawatthours
2026-01-18,NYIS,New York Independent System Operator,OTH,Other,Arizona,Arizona,4875,megawatthours
2026-01-18,NYIS,New York Independent System Operator,OTH,Other,Central,Central,4913,megawatthours
2026-01-18,NYIS,New York Independent System Operator,OTH,Other,Eastern,Eastern,4934,megawatthours
2026-01-18,NYIS,New York Independent System Operator,OTH,Other,Mountain,Mountain,4875,megawatthours
2026-01-18,NYIS,New York Independent System Operator,OTH,Other,Pacific,Pacific,4815,megawatthours
2026-01-18,NYIS,New York Independent System Operator,SUN,Solar,Arizona,Arizona,0,megawatthours
2026-01-18,NYIS,New York Independent System Operator,SUN,Solar,Central,Central,0,megawatthours
2026-01-18,NYIS,New York Independent System Operator,SUN,Solar,Eastern,Eastern,0,megawatthours
2026-01-18,NYIS,New York Independent System Operator,SUN,Solar,Mountain,Mountain,0,megawatthours
2026-01-18,NYIS,New York Independent System Operator,SUN,Solar,Pacific,Pacific,0,megawatthours
2026-01-18,NYIS,New York Independent System Operator,WAT,Hydro,Arizona,Arizona,74583,megawatthours
2026-01-18,NYIS,New York Independent System Operator,WAT,Hydro,Central,Central,75276,megawatthours
2026-01-18,NYIS,New York Independent System Operator,WAT,Hydro,Eastern,Eastern,75875,megawatthours
2026-01-18,NYIS,New York Independent System Operator,WAT,Hydro,Mountain,Mountain,74583,megawatthours
2026-01-18,NYIS,New York Independent System Operator,WAT,Hydro,Pacific,Pacific,73853,megawatthours
2026-01-18,NYIS,New York Independent System Operator,WND,Wind,Arizona,Arizona,16960,megawatthours
2026-01-18,NYIS,New York Independent System Operator,WND,Wind,Central,Central,17558,megawatthours
2026-01-18,NYIS,New York Independent System Operator,WND,Wind,Eastern,Eastern,18404,megawatthours
2026-01-18,NYIS,New York Independent System Operator,WND,Wind,Mountain,Mountain,16960,megawatthours
2026-01-18,NYIS,New York Independent System Operator,WND,Wind,Pacific,Pacific,16568,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",COL,Coal,Arizona,Arizona,576549,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",COL,Coal,Central,Central,571065,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",COL,Coal,Eastern,Eastern,566435,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",COL,Coal,Mountain,Mountain,576549,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",COL,Coal,Pacific,Pacific,582503,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Arizona,Arizona,1061007,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Central,Central,1058985,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Eastern,Eastern,1056434,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Mountain,Mountain,1061007,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Pacific,Pacific,1064204,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Arizona,Arizona,784211,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Central,Central,785423,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Eastern,Eastern,786643,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Mountain,Mountain,784211,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Pacific,Pacific,782998,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Arizona,Arizona,6433,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Central,Central,6257,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Eastern,Eastern,6080,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Mountain,Mountain,6433,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Pacific,Pacific,6611,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",OTH,Other,Arizona,Arizona,36119,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",OTH,Other,Central,Central,35747,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",OTH,Other,Eastern,Eastern,35340,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",OTH,Other,Mountain,Mountain,36119,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",OTH,Other,Pacific,Pacific,36505,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",SUN,Solar,Arizona,Arizona,26915,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",SUN,Solar,Central,Central,26915,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",SUN,Solar,Eastern,Eastern,26915,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",SUN,Solar,Mountain,Mountain,26915,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",SUN,Solar,Pacific,Pacific,26915,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",WAT,Hydro,Arizona,Arizona,32905,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",WAT,Hydro,Central,Central,32735,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",WAT,Hydro,Eastern,Eastern,32585,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",WAT,Hydro,Mountain,Mountain,32905,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",WAT,Hydro,Pacific,Pacific,33071,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",WND,Wind,Arizona,Arizona,109927,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",WND,Wind,Central,Central,108822,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",WND,Wind,Eastern,Eastern,109164,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",WND,Wind,Mountain,Mountain,109927,megawatthours
2026-01-18,PJM,"PJM Interconnection, LLC",WND,Wind,Pacific,Pacific,111300,megawatthours
2026-01-18,SWPP,Southwest Power Pool,COL,Coal,Arizona,Arizona,177603,megawatthours
2026-01-18,SWPP,Southwest Power Pool,COL,Coal,Central,Central,184777,megawatthours
2026-01-18,SWPP,Southwest Power Pool,COL,Coal,Eastern,Eastern,192319,megawatthours
2026-01-18,SWPP,Southwest Power Pool,COL,Coal,Mountain,Mountain,177603,megawatthours
2026-01-18,SWPP,Southwest Power Pool,COL,Coal,Pacific,Pacific,172244,megawatthours
2026-01-18,SWPP,Southwest Power Pool,NG,Natural Gas,Arizona,Arizona,178308,megawatthours
2026-01-18,SWPP,Southwest Power Pool,NG,Natural Gas,Central,Central,182985,megawatthours
2026-01-18,SWPP,Southwest Power Pool,NG,Natural Gas,Eastern,Eastern,188899,megawatthours
2026-01-18,SWPP,Southwest Power Pool,NG,Natural Gas,Mountain,Mountain,178308,megawatthours
2026-01-18,SWPP,Southwest Power Pool,NG,Natural Gas,Pacific,Pacific,175567,megawatthours
2026-01-18,SWPP,Southwest Power Pool,NUC,Nuclear,Arizona,Arizona,48770,megawatthours
2026-01-18,SWPP,Southwest Power Pool,NUC,Nuclear,Central,Central,48781,megawatthours
2026-01-18,SWPP,Southwest Power Pool,NUC,Nuclear,Eastern,Eastern,48794,megawatthours
2026-01-18,SWPP,Southwest Power Pool,NUC,Nuclear,Mountain,Mountain,48770,megawatthours
2026-01-18,SWPP,Southwest Power Pool,NUC,Nuclear,Pacific,Pacific,48767,megawatthours
2026-01-18,SWPP,Southwest Power Pool,OIL,Petroleum,Arizona,Arizona,0,megawatthours
2026-01-18,SWPP,Southwest Power Pool,OIL,Petroleum,Central,Central,0,megawatthours
2026-01-18,SWPP,Southwest Power Pool,OIL,Petroleum,Eastern,Eastern,0,megawatthours
2026-01-18,SWPP,Southwest Power Pool,OIL,Petroleum,Mountain,Mountain,0,megawatthours
2026-01-18,SWPP,Southwest Power Pool,OIL,Petroleum,Pacific,Pacific,0,megawatthours
2026-01-18,SWPP,Southwest Power Pool,OTH,Other,Arizona,Arizona,1129,megawatthours
2026-01-18,SWPP,Southwest Power Pool,OTH,Other,Central,Central,1157,megawatthours
2026-01-18,SWPP,Southwest Power Pool,OTH,Other,Eastern,Eastern,1160,megawatthours
2026-01-18,SWPP,Southwest Power Pool,OTH,Other,Mountain,Mountain,1129,megawatthours
2026-01-18,SWPP,Southwest Power Pool,OTH,Other,Pacific,Pacific,1128,megawatthours
2026-01-18,SWPP,Southwest Power Pool,SUN,Solar,Arizona,Arizona,7487,megawatthours
2026-01-18,SWPP,Southwest Power Pool,SUN,Solar,Central,Central,7487,megawatthours
2026-01-18,SWPP,Southwest Power Pool,SUN,Solar,Eastern,Eastern,7487,megawatthours
2026-01-18,SWPP,Southwest Power Pool,SUN,Solar,Mountain,Mountain,7487,megawatthours
2026-01-18,SWPP,Southwest Power Pool,SUN,Solar,Pacific,Pacific,7487,megawatthours
2026-01-18,SWPP,Southwest Power Pool,WAT,Hydro,Arizona,Arizona,14198,megawatthours
2026-01-18,SWPP,Southwest Power Pool,WAT,Hydro,Central,Central,14732,megawatthours
2026-01-18,SWPP,Southwest Power Pool,WAT,Hydro,Eastern,Eastern,15188,megawatthours
2026-01-18,SWPP,Southwest Power Pool,WAT,Hydro,Mountain,Mountain,14198,megawatthours
2026-01-18,SWPP,Southwest Power Pool,WAT,Hydro,Pacific,Pacific,13662,megawatthours
2026-01-18,SWPP,Southwest Power Pool,WND,Wind,Arizona,Arizona,447704,megawatthours
2026-01-18,SWPP,Southwest Power Pool,WND,Wind,Central,Central,438789,megawatthours
2026-01-18,SWPP,Southwest Power Pool,WND,Wind,Eastern,Eastern,427307,megawatthours
2026-01-18,SWPP,Southwest Power Pool,WND,Wind,Mountain,Mountain,447704,megawatthours
2026-01-18,SWPP,Southwest Power Pool,WND,Wind,Pacific,Pacific,452995,megawatthours
2026-01-17,CISO,California Independent System Operator,COL,Coal,Arizona,Arizona,0,megawatthours
2026-01-17,CISO,California Independent System Operator,COL,Coal,Central,Central,0,megawatthours
2026-01-17,CISO,California Independent System Operator,COL,Coal,Eastern,Eastern,0,megawatthours
2026-01-17,CISO,California Independent System Operator,COL,Coal,Mountain,Mountain,0,megawatthours
2026-01-17,CISO,California Independent System Operator,COL,Coal,Pacific,Pacific,0,megawatthours
2026-01-17,CISO,California Independent System Operator,GEO,Geothermal,Arizona,Arizona,18120,megawatthours
2026-01-17,CISO,California Independent System Operator,GEO,Geothermal,Central,Central,18123,megawatthours
2026-01-17,CISO,California Independent System Operator,GEO,Geothermal,Eastern,Eastern,18122,megawatthours
2026-01-17,CISO,California Independent System Operator,GEO,Geothermal,Mountain,Mountain,18120,megawatthours
2026-01-17,CISO,California Independent System Operator,GEO,Geothermal,Pacific,Pacific,18121,megawatthours
2026-01-17,CISO,California Independent System Operator,NG,Natural Gas,Arizona,Arizona,59686,megawatthours
2026-01-17,CISO,California Independent System Operator,NG,Natural Gas,Central,Central,60497,megawatthours
2026-01-17,CISO,California Independent System Operator,NG,Natural Gas,Eastern,Eastern,61276,megawatthours
2026-01-17,CISO,California Independent System Operator,NG,Natural Gas,Mountain,Mountain,59686,megawatthours
2026-01-17,CISO,California Independent System Operator,NG,Natural Gas,Pacific,Pacific,59389,megawatthours
2026-01-17,CISO,California Independent System Operator,NUC,Nuclear,Arizona,Arizona,54245,megawatthours
2026-01-17,CISO,California Independent System Operator,NUC,Nuclear,Central,Central,54241,megawatthours
2026-01-17,CISO,California Independent System Operator,NUC,Nuclear,Eastern,Eastern,54238,megawatthours
2026-01-17,CISO,California Independent System Operator,NUC,Nuclear,Mountain,Mountain,54245,megawatthours
2026-01-17,CISO,California Independent System Operator,NUC,Nuclear,Pacific,Pacific,54248,megawatthours
2026-01-17,CISO,California Independent System Operator,OIL,Petroleum,Arizona,Arizona,-3,megawatthours
2026-01-17,CISO,California Independent System Operator,OIL,Petroleum,Central,Central,-50,megawatthours
2026-01-17,CISO,California Independent System Operator,OIL,Petroleum,Eastern,Eastern,-67,megawatthours
2026-01-17,CISO,California Independent System Operator,OIL,Petroleum,Mountain,Mountain,-3,megawatthours
2026-01-17,CISO,California Independent System Operator,OIL,Petroleum,Pacific,Pacific,46,megawatthours
2026-01-17,CISO,California Independent System Operator,OTH,Other,Arizona,Arizona,-3188,megawatthours
2026-01-17,CISO,California Independent System Operator,OTH,Other,Central,Central,-2162,megawatthours
2026-01-17,CISO,California Independent System Operator,OTH,Other,Eastern,Eastern,-2050,megawatthours
2026-01-17,CISO,California Independent System Operator,OTH,Other,Mountain,Mountain,-3188,megawatthours
2026-01-17,CISO,California Independent System Operator,OTH,Other,Pacific,Pacific,-3747,megawatthours
2026-01-17,CISO,California Independent System Operator,SUN,Solar,Arizona,Arizona,100937,megawatthours
2026-01-17,CISO,California Independent System Operator,SUN,Solar,Central,Central,100937,megawatthours
2026-01-17,CISO,California Independent System Operator,SUN,Solar,Eastern,Eastern,100939,megawatthours
2026-01-17,CISO,California Independent System Operator,SUN,Solar,Mountain,Mountain,100937,megawatthours
2026-01-17,CISO,California Independent System Operator,SUN,Solar,Pacific,Pacific,100937,megawatthours
2026-01-17,CISO,California Independent System Operator,WAT,Hydro,Arizona,Arizona,65592,megawatthours
2026-01-17,CISO,California Independent System Operator,WAT,Hydro,Central,Central,65295,megawatthours
2026-01-17,CISO,California Independent System Operator,WAT,Hydro,Eastern,Eastern,64983,megawatthours
2026-01-17,CISO,California Independent System Operator,WAT,Hydro,Mountain,Mountain,65592,megawatthours
2026-01-17,CISO,California Independent System Operator,WAT,Hydro,Pacific,Pacific,65843,megawatthours
2026-01-17,CISO,California Independent System Operator,WND,Wind,Arizona,Arizona,11056,megawatthours
2026-01-17,CISO,California Independent System Operator,WND,Wind,Central,Central,11073,megawatthours
2026-01-17,CISO,California Independent System Operator,WND,Wind,Eastern,Eastern,11081,megawatthours
2026-01-17,CISO,California Independent System Operator,WND,Wind,Mountain,Mountain,11056,megawatthours
2026-01-17,CISO,California Independent System Operator,WND,Wind,Pacific,Pacific,11102,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",BAT,Battery storage,Arizona,Arizona,721,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",BAT,Battery storage,Central,Central,908,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",BAT,Battery storage,Eastern,Eastern,1097,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",BAT,Battery storage,Mountain,Mountain,721,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",BAT,Battery storage,Pacific,Pacific,815,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,Arizona,Arizona,156307,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,Central,Central,153088,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,Eastern,Eastern,149932,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,Mountain,Mountain,156307,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,Pacific,Pacific,159696,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Arizona,Arizona,473493,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Central,Central,462186,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Eastern,Eastern,452247,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Mountain,Mountain,473493,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Pacific,Pacific,484697,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Arizona,Arizona,122936,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Central,Central,122935,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Eastern,Eastern,122934,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Mountain,Mountain,122936,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Pacific,Pacific,122937,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Arizona,Arizona,1576,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Central,Central,1572,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Eastern,Eastern,1538,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Mountain,Mountain,1576,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Pacific,Pacific,1579,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Arizona,Arizona,154507,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Central,Central,154507,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Eastern,Eastern,154507,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Mountain,Mountain,154507,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Pacific,Pacific,154507,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Arizona,Arizona,525,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Central,Central,525,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Eastern,Eastern,525,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Mountain,Mountain,525,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Pacific,Pacific,525,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Arizona,Arizona,395121,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Central,Central,401146,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Eastern,Eastern,406533,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Mountain,Mountain,395121,megawatthours
2026-01-17,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Pacific,Pacific,388948,megawatthours
2026-01-17,ISNE,ISO New England,BAT,Battery storage,Arizona,Arizona,786,megawatthours
2026-01-17,ISNE,ISO New England,BAT,Battery storage,Central,Central,787,megawatthours
2026-01-17,ISNE,ISO New England,BAT,Battery storage,Eastern,Eastern,812,megawatthours
2026-01-17,ISNE,ISO New England,BAT,Battery storage,Mountain,Mountain,786,megawatthours
2026-01-17,ISNE,ISO New England,BAT,Battery storage,Pacific,Pacific,792,megawatthours
2026-01-17,ISNE,ISO New England,COL,Coal,Arizona,Arizona,149,megawatthours
2026-01-17,ISNE,ISO New England,COL,Coal,Central,Central,150,megawatthours
2026-01-17,ISNE,ISO New England,COL,Coal,Eastern,Eastern,152,megawatthours
2026-01-17,ISNE,ISO New England,COL,Coal,Mountain,Mountain,149,megawatthours
2026-01-17,ISNE,ISO New England,COL,Coal,Pacific,Pacific,151,megawatthours
2026-01-17,ISNE,ISO New England,NG,Natural Gas,Arizona,Arizona,170563,megawatthours
2026-01-17,ISNE,ISO New England,NG,Natural Gas,Central,Central,171187,megawatthours
2026-01-17,ISNE,ISO New England,NG,Natural Gas,Eastern,Eastern,171661,megawatthours
2026-01-17,ISNE,ISO New England,NG,Natural Gas,Mountain,Mountain,170563,megawatthours
2026-01-17,ISNE,ISO New England,NG,Natural Gas,Pacific,Pacific,169832,megawatthours
2026-01-17,ISNE,ISO New England,NUC,Nuclear,Arizona,Arizona,87953,megawatthours
2026-01-17,ISNE,ISO New England,NUC,Nuclear,Central,Central,87914,megawatthours
2026-01-17,ISNE,ISO New England,NUC,Nuclear,Eastern,Eastern,87908,megawatthours
2026-01-17,ISNE,ISO New England,NUC,Nuclear,Mountain,Mountain,87953,megawatthours
2026-01-17,ISNE,ISO New England,NUC,Nuclear,Pacific,Pacific,87975,megawatthours
2026-01-17,ISNE,ISO New England,OIL,Petroleum,Eastern,Eastern,772,megawatthours
2026-01-17,ISNE,ISO New England,OTH,Other,Arizona,Arizona,18179,megawatthours
2026-01-17,ISNE,ISO New England,OTH,Other,Central,Central,18168,megawatthours
2026-01-17,ISNE,ISO New England,OTH,Other,Eastern,Eastern,18125,megawatthours
2026-01-17,ISNE,ISO New England,OTH,Other,Mountain,Mountain,18179,megawatthours
2026-01-17,ISNE,ISO New England,OTH,Other,Pacific,Pacific,18151,megawatthours
2026-01-17,ISNE,ISO New England,PS,Pumped storage,Arizona,Arizona,4670,megawatthours
2026-01-17,ISNE,ISO New England,PS,Pumped storage,Central,Central,4670,megawatthours
2026-01-17,ISNE,ISO New England,PS,Pumped storage,Eastern,Eastern,4670,megawatthours
2026-01-17,ISNE,ISO New England,PS,Pumped storage,Mountain,Mountain,4670,megawatthours
2026-01-17,ISNE,ISO New England,PS,Pumped storage,Pacific,Pacific,4670,megawatthours
2026-01-17,ISNE,ISO New England,SNB,Solar with integrated battery storage,Arizona,Arizona,12,megawatthours
2026-01-17,ISNE,ISO New England,SNB,Solar with integrated battery storage,Central,Central,12,megawatthours
2026-01-17,ISNE,ISO New England,SNB,Solar with integrated battery storage,Eastern,Eastern,12,megawatthours
2026-01-17,ISNE,ISO New England,SNB,Solar with integrated battery storage,Mountain,Mountain,12,megawatthours
2026-01-17,ISNE,ISO New England,SNB,Solar with integrated battery storage,Pacific,Pacific,12,megawatthours
2026-01-17,ISNE,ISO New England,SUN,Solar,Arizona,Arizona,517,megawatthours
2026-01-17,ISNE,ISO New England,SUN,Solar,Central,Central,519,megawatthours
2026-01-17,ISNE,ISO New England,SUN,Solar,Eastern,Eastern,521,megawatthours
2026-01-17,ISNE,ISO New England,SUN,Solar,Mountain,Mountain,517,megawatthours
2026-01-17,ISNE,ISO New England,SUN,Solar,Pacific,Pacific,515,megawatthours
2026-01-17,ISNE,ISO New England,WAT,Hydro,Arizona,Arizona,16443,megawatthours
2026-01-17,ISNE,ISO New England,WAT,Hydro,Central,Central,16472,megawatthours
2026-01-17,ISNE,ISO New England,WAT,Hydro,Eastern,Eastern,16506,megawatthours
